videos
https://www.youtube.com/watch?v=D-V-9xN7bdU - C1M1
**Tema:** Clase cosmetología primer año, Estudio/Adriana López - Limpieza facial básica, tipos piel.

https://www.youtube.com/watch?v=yqxLu1Q8Dbk - C1M2
**Tema:** Básicos cabina cosmetológica, Dra. Marisa Mebra - Equipo, desinfección.

https://www.youtube.com/watch?v=TEBhaQ-7D1E - C1M3
**Tema:** Limpieza facial profunda, EDUEM - Exfoliación, masaje.

https://www.youtube.com/watch?v=lVZiQjWFDQA - C1M4
**Tema:** Aparatología estética facial, EDES - Acné, manchas.

https://www.youtube.com/watch?v=EdDF1Her7Lk - C1M5
**Tema:** Clase Cosmetología Md1, Educativo 2023 - Diagnóstico piel.

https://www.youtube.com/watch?v=g-egicz2wa4 - C1M6
**Tema:** Examen cosmetología 2025, ExamPrepEspañol - Repaso higiene.

https://www.youtube.com/watch?v=bLl0YPUA49w - C2M1
**Tema:** Anatomía uña natural, La Chama Nails - Enfermedades, bioseguridad.

https://www.youtube.com/watch?v=psINlu4c3M - C2M2
**Tema:** Brocas manicura express, Nails by Becerra - Drill, preparación.

https://www.youtube.com/watch?v=s1AjFQ7ef6k - C2M3
**Tema:** Manejo perlas acrílico, Uñas RM By Liz - Consistencia, limado.

https://www.youtube.com/watch?v=6WLt-ZGdOqQ - C2M4
**Tema:** Uñas baby boomer, Xnails - Encapsulado, 3D.

https://www.youtube.com/watch?v=NCrEQK8TD0 - C2M5
**Tema:** Control aplicación acrílico, Online Sessions - Set escultural.

https://www.youtube.com/watch?v=WmA8RzUSxPg - C2M6
**Tema:** Perla perfecta acrílico, Nail art 2020 - Errores, química.

https://www.youtube.com/watch?v=Dr206HvVuo - C3M1
**Tema:** Intro farmacología, Conocimiento Bárbaro - Formas farmacéuticas.

https://www.youtube.com/watch?v=IZV0fzxa8YQ - C3M2
**Tema:** Organización farmacia, Educativo 2022 - Lectura recetas.

https://www.youtube.com/watch?v=cQpsJ-IU75Y - C3M3
**Tema:** Control infecciones cadena frío, Farmacéutico - Dispensación.

https://www.youtube.com/watch?v=6dVbXmaREgw - C3M4
**Tema:** Clase 6 Auxiliar Farmacia, ITEC123 - Casos mostrador, dosis.

https://www.youtube.com/watch?v=9nkQVie1llE - C3M5
**Tema:** Rol Auxiliar Farmacia, Educativo - Ética, legal.

https://www.youtube.com/watch?v=TnYwHlePmdg - C3M6
**Tema:** Conceptos farmacología, Universitario 2021 - Grupos terapéuticos.

https://www.youtube.com/watch?v=dyud7aCLUcs - C4M1
**Tema:** Curso computación cero, Educativo - Hardware/software.

https://www.youtube.com/watch?v=MrdDCOW25Us - C4M2
**Tema:** Windows 11 básico, Educativo 2022 - Escritorio, carpetas.

https://www.youtube.com/watch?v=sjj54sdHJpQ - C4M3
**Tema:** Internet navegadores, 2025 - Correo, búsquedas.

https://www.youtube.com/watch?v=lJ0oRGIkKQs - C4M4
**Tema:** Word Excel básico, Windows 10 2017 - Fórmulas.

https://www.youtube.com/watch?v=sAz3Azecuc - C4M5
**Tema:** Búsqueda documentos correos, Educativo - Práctica.

https://www.youtube.com/watch?v=Z6GGAQOMX8c - C4M6
**Tema:** Conceptos clave computación, 2025 - Seguridad, atajos.

https://www.youtube.com/watch?v=dFJvNYdKGrA - C5M1
**Tema:** Inglés principiantes esencial, Inglés español 2024 - Alfabeto, saludos.

https://www.youtube.com/watch?v=PeXZktbTgLo - C5M2
**Tema:** Lección 1 To Be, A1 español 2017 - Oraciones básicas.

https://www.youtube.com/watch?v=PeXZktbTgLo - C5M3
**Tema:** Presente simple verbos, Educativo 2024 - Preguntas.

https://www.youtube.com/watch?v=Z6GGAQOMX8c - C5M4
**Tema:** Conversación básica, 2024 - Compras, restaurantes.

https://www.youtube.com/watch?v=dFJvNYdKGrA - C5M5
**Tema:** Presentación rutinas, 2024 - Hobbies.

https://www.youtube.com/watch?v=X9QmL013bVc - C5M6
**Tema:** Repaso gramática A1, A1 - Examen nivel.

https://www.youtube.com/watch?v=X9QmL013bVc - C6M1
**Tema:** Anatomía piel músculos, Educativo 2020 - Contraindicaciones.

https://www.youtube.com/watch?v=msWGJLbfg9A - C6M2
**Tema:** Protocolo hidratación aceites, Silvana Rister 2020 - Ergonomía.

https://www.youtube.com/watch?v=K0TnfIwSf1o - C6M3
**Tema:** Effleurage masaje sueco, Luis Roldán 2012 - Maniobras básicas.

https://www.youtube.com/watch?v=TEBhaQ-7D1E - C6M4
**Tema:** Masaje descontracturante, EDES 2023 - Puntos gatillo (adaptado).

https://www.youtube.com/watch?v=cWRIeRgHQrY - C6M5
**Tema:** Sesión tratamiento corporal, EDUEM 2023 - Protocolo cabina.

https://www.youtube.com/watch?v=OXkjScVSSeY - C6M6
**Tema:** Repaso anatomía ética, Universidad 2024.

https://www.youtube.com/watch?v=OXkjScVSSeY - C7M1
**Tema:** Estructura cabello visagismo, Academiestetic 2020.

https://www.youtube.com/watch?v=SNRKjI5R3cM - C7M2
